Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Jalsa,New Delhi,"43, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19475061,28.56265773,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,6
Bikaner Sweets & Restaurant,New Delhi,"R-3, Rita Block, Main Market, Shakarpur, New Delhi Shakarpur",Shakarpur,"Shakarpur, New Delhi",77.282282,28.6328078,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Dragun Hut,New Delhi,"Lado Sarai Near Park, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.1956559,28.5230624,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
La Vie,New Delhi,"51-A, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.227379,28.6007115,1400,Indian Rupees(Rs.),No,Yes,No,No,3,3,Yellow,Good,454
Nature Hut Cafe,New Delhi,"295, Upper Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1691864,28.588832699999998,750,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Yellow,Good,117
Gujjar Dhaba,New Delhi,"Arjangarh, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.12464200000001,28.480101399999995,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Biryani Express,Gurgaon,"Shop 3, Mehar Chand Complex, Wazirabad Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.08931729999999,28.431612800000003,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Kati Roll Cottage,New Delhi,"Shop 3, C-103, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.14092149999999,28.6594485,200,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,39
Savannah Bar - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi","Radisson Blu Plaza Delhi, Mahipalpur","Radisson Blu Plaza Delhi, Mahipalpur, New Delhi",77.11961720000001,28.5438001,2500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,24
BrewBakes,Guwahati,"Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Six Mile,"Six Mile, Guwahati",91.806493,26.13298761,500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,28
Chai Garam,New Delhi,"Shop-16, Plot-10, LSC Rajdhani Enclave, Near Preet  Vihar Metro Station, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.29630390000001,28.642747999999997,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Chination,Noida,"Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38698520000001,28.53309897,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
The Woking Mama,Guwahati,"4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0.0,0.0,1300,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,129
The Elephant House,Edinburgh,"21 George IV Bridge, Old Town, Edinburgh EH1 1EN",Old Town,"Old Town, Edinburgh",-3.1917805560000003,55.94755556,30,Pounds(ï¿½ï¿½),No,No,No,No,3,3,Yellow,Good,81
Kwaliti,Gurgaon,"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4672902,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,129
Sharma Sweets,New Delhi,"Shop 1, Nangloi Stand, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9838181,28.6169779,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bonitos - The Uppal,New Delhi,"The Uppal, NH-8, Near, Aerocity, New Delhi","The Uppal, Aerocity","The Uppal, Aerocity, New Delhi",77.10184699999999,28.535183,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,28
Ghar Ka Swad,Noida,"Shop 23, Basement VDS Market, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.37229350000001,28.586211699999996,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
B Bawarchi Restaurant,Noida,"Shop 2-3, Opposite Jaypee Cosmos, Near Adobe, Sector 134, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.37999350000001,28.517731899999998,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
KFC,New Delhi,"C Block, Main Road, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0817882,28.6209459,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,62
Mad Over Donuts,New Delhi,"2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15601213,28.54260469,450,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,169
Rred Hot Asian Bistro,Gurgaon,"110, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08868790000001,28.495387100000006,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,384
Chawla's Tandoori Junction,New Delhi,"G-3, Pankaj Plaza 2, Community Center, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3031754,28.647918100000005,800,Indian Rupees(Rs.),Yes,No,No,No,2,3,Yellow,Good,159
The Kathis,Gurgaon,"B-215, Supermart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.087339,28.4624466,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,48
Jaisons,New Delhi,"118/14, Gurukul Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",0.0,0.0,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Yadav Sweets,New Delhi,"Opposite Shri Ram Gate, Near Sabji Mandi, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9797118,28.613205999999998,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Teedo's Cake Inn,New Delhi,"House 1, Dayanand Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.30564809999998,28.660097600000004,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
New Vikrant Restaurant,New Delhi,"119, Mall Road, Main Chowk, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2053503,28.698762300000002,550,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,90
The Kathis,New Delhi,"M-29, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2362493,28.549386100000003,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,67
Madras Cafe,New Delhi,"10/20, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.17871120000001,28.644195399999997,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,29
Whisky Samba,Gurgaon,"Two Horizon Center, Golf Course Road, Gurgaon","Two Horizon Center, Golf Course Road","Two Horizon Center, Golf Course Road, Gurgaon",77.09688552,28.45104175,2500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,127
Bedi's Kabab Corner,New Delhi,"Pocket B, Plot 178, Opposite Arwachin School, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3153088,28.6793527,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,15
Da pizzeria,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,111
Chocolateria San Churro,New Delhi,"1, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2436699,28.5345364,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,594
Pizza Hut,Bhopal,"Third Floor, DB City Mall, Arera Hills, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar","DB City, Maharana Pratap Nagar, Bhopal",77.429845,23.232537,650,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,118
Moti Mahal Delux,Gurgaon,"Shop 1-A, Subhash Chowk, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0381858,28.426830199999998,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,32
WeDesi Flavours,New Delhi,"Near Jaypee Siddharth, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1765254,28.644903499999998,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,54
Manna Java World Cafe,Dubuque,"700 Locust St, Dubuque, IA 52001",Dubuque,"Dubuque, Dubuque",-90.6677349,42.500191,10,Dollar($),No,No,No,No,1,3,Yellow,Good,119
Food Villa,New Delhi,"A-5/18  Krishna Nagar, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.27833997,28.65951181,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,10
Tea Lounge - Jaypee Greens,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida","Jaypee Greens Golf & Spa Resort, Surajpur","Jaypee Greens Golf & Spa Resort, Surajpur, Noida",77.51836340000001,28.4694087,900,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,14
Pirates of Grill,New Delhi,"C-12, Vishal Enclave, Main Nazafgarh Road, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1182068,28.6474974,1500,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,2514
Meraki Cafe & Bar,New Delhi,"C-43/44/45, DDA Complex, Opposite Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2338693,28.566684499999997,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,139
Dawat-e-Nawab - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.05704399999999,27.163303000000003,3600,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,46
The Twisted Bakery,New Delhi,"J-107, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Chef's Curry,Noida,"20, Plot 8, Golf City, Opposite Supertech North Eye, Sector 75, Near, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.386199,28.5722136,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Escondido Tapas,Sandton,"Post Office Centre, Corner of Rudd Road and Otto Street, Illovo, Sandton","Post Office Center, Illovo","Post Office Center, Illovo, Sandton",28.050845000000002,-26.129002,450,Rand(R),No,No,No,No,4,4,Green,Very Good,743
Shawarma Wala,New Delhi,"G 6, Ground Floor, V3S Mall, Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.286309,28.636775899999996,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,18
Jhakkas,New Delhi,"231/C-7, Sector 7 & 8 Main Dividing Road, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1220495,28.7054593,250,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,175
Sanjha Tandoor,New Delhi,"Shop 2, DDA Shopping Complex, Phase II, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1760003,28.554896999999997,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,17
Lord's - The Sports Lounge,New Delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",77.24311970000001,28.6463374,2000,Indian Rupees(Rs.),Yes,No,No,No,4,0,White,Not rated,1
Pizza Hut Delivery,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09333964,28.47626303,800,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,29
Pal Restaurant,New Delhi,"Plot 6, Punjabi Market, Vishnu Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.10145290000001,28.644535100000002,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Chawla Fast Food,New Delhi,"16, Central Market, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19439722,28.56723889,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Amritsari Naan & Kulcha,New Delhi,"B-1/2, Saraswati Garden, Shani Mandir, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1391671,28.646155600000004,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
The Breakfast Bite,Gurgaon,"Near Delhi Public School, Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Mitraz,New Delhi,"F-14/7, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.1898978,28.7064175,850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Orange,Average,101
White Heart Restro Bar,New Delhi,"Hotel Star View, 5136/1, Main Bazaar, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.2106055,28.640548699999997,1100,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,13
Dheeraj Vaishno Dhaba,Gurgaon,"Rao Chattar Singh Market, Opposite Siemens Sarhaul Village, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0673441,28.490722299999998,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Cake Express,New Delhi,"E - 477, Shop 21, Krishna Complex, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.30973420000001,28.59794885,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Annapurna Sweet House,New Delhi,"38, CSC Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25338604,28.53622797,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,55
Punjabi Dhaba,New Delhi,"CSC-5, Near D-3 DDA Market, Behind Veera Jain Hospital, Sector 11, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.10972790000001,28.7313904,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,98
Chaayos,New Delhi,"Ground Floor, Moments Mall, Patel Road, Next to Kirti Nagar Metro Station, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.14675799999999,28.656980800000003,400,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,60
Vatika,New Delhi,"A-373/435, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.24925745,28.54313277,550,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,52
The Delhi Heights,New Delhi,"2 & 3, E-6/12, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.20780040000001,28.5327826,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2,Orange,Average,198
Berco's,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Palate of Delhi, Chanakyapuri, New Delhi",77.1622219,28.5921535,900,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
Cafe Coffee Day,Gurgaon,"Cyber Green, Nathupur, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.09327124,28.49457813,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
Cupcakes & More,Noida,"408, Mahagun Maestro, Block F-21-A, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.37630514,28.57683772,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Standard Sweets,New Delhi,"3510, Chawri Bazar, New Delhi",Chawri Bazar,"Chawri Bazar, New Delhi",77.2273577,28.649449100000005,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,31
Hum Sabki Rasoi,New Delhi,"S-1/68, Old Mahavir Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0888609,28.637733100000002,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,26
Cafï¿½ï¿½ Daniel Briand,Brasï¿½_lia,"SCLN 104, Bloco A, Loja 26, Asa Norte, Brasï¿½_lia",Asa Norte,"Asa Norte, Brasï¿½_lia",-47.88266667,-15.7775,30,Brazilian Real(R$),No,No,No,No,1,3,Yellow,Good,9
Fruitpro,Gurgaon,"Unit Sez Aminity Block, Sector 21, Gurgaon",Sector 21,"Sector 21, Gurgaon",77.0716913,28.5100652,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Biryani Blues,New Delhi,"Shop 29, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Vasant Square Mall, Vasant Kunj","Vasant Square Mall, Vasant Kunj, New Delhi",77.1569671,28.5251478,750,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,105
Confeitaria Colombo,Rio de Janeiro,"Rua Gonï¿½_alves Dias, 32, Centro, Rio de Janeiro",Centro,"Centro, Rio de Janeiro",-43.178826,-22.905293,100,Brazilian Real(R$),No,No,No,No,4,4,Dark Green,Excellent,29
Baskin Robbins,New Delhi,"Shop 4, 25/6, Ground Floor, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17470390000001,28.6441003,300,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,11
Laziz Chinese Fast Food,New Delhi,"Kalka Devi Marg, Near DDA Park, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.24382263,28.55974625,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Al Bake,New Delhi,"32, Food Court, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.29697790000002,28.5411661,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,66
Uma Foodies' Hut,Gurgaon,"Main Market, Wazirabad, South City 2, Gurgaon",South City 2,"South City 2, Gurgaon",77.08898909,28.43185642,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,33
Grubhouse Cafe,New Delhi,"D 33, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Zaffran,New Delhi,"D-26/28, Hotel Palace Heights, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.221559,28.633616800000002,1800,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,908
Moon River Brewing Company,Savannah,"21 W Bay St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0916,32.0809,25,Dollar($),No,No,No,No,2,3,Yellow,Good,747
Gyan Vaishnav,Kanpur,"Gumti 5,Kaushal Puri, Ashok Nagar, Kanpur",Ashok Nagar,"Ashok Nagar, Kanpur",80.31634444,26.46900278,400,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,97
Viva Hyderabad,New Delhi,"Shop 102, 1st Floor, DDA Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25292940000001,28.53692899,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Red,Poor,38
Three Tuns,New Delhi,"938/3, Ilahi Bux Marg, Hotel La Vista, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19821999999999,28.6488288,1400,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,30
Cherry Crossing Foods,Gurgaon,"Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Dezertfox,New Delhi,"Ko352/E15,  Village, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.16827909999999,28.5532273,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,21
Sahi Pakde Hain,New Delhi,"WZ- Gali 3, Jal Jeera Wali Gali, Sadh Nagar, Ram Chowk Market, Palam Colony, Palam, New Delhi",Palam,"Palam, New Delhi",77.0918982,28.5865739,550,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Pepe's Piri Piri,Birmingham,"254-256 Alum Rock Road, Alum Rock, Birmingham B8 3DD",Alum Rock,"Alum Rock, Birmingham",-1.846811,52.48855699999999,10,Pounds(ï¿½ï¿½),No,No,No,No,1,2,Orange,Average,26
Mahek By Greenz,Gurgaon,"A 201, Belvedere Towers, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Oven Fresh,New Delhi,"B 168, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31192157,28.66958297,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Food Scouts,New Delhi,"Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.09087199999999,28.622405999999998,700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,22
Behrouz Biryani,New Delhi,"Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1120493,28.6463347,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,54
Eleven Course,New Delhi,"NDM 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1502689,28.6907955,1650,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,537
World In A Box,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.09660079999999,28.483418100000005,750,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,461
Cake Castle,Gurgaon,"117/184, Main Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.05111540000001,28.453487,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,23
Cafe Coffee Day,New Delhi,"G 4, Sikka Galaxy, ISC, Shrestha Vihar, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2855554,28.636372899999998,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,18
Coffee & Cream,New Delhi,"Delhi University North Campus, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,108
The Health Box,New Delhi,"Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.24218,28.53412,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,124
Mirch Masala MM Cafe,New Delhi,"20, Edward Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.20421,28.6959218,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,484
Wah Ji Wah,Gurgaon,"Shop 2, Near Park View Apartment, Opposite Palm Tree Hotel, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0219634,28.4968821,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Harish And Sonu Sudh Bhojnalya,New Delhi,"Old Kondli, Near State Bank Of Patiala, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3340142,28.6082998,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Fidel's,Wellington City,"234 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.774134,-41.295970000000004,50,NewZealand($),No,No,No,No,3,4,Green,Very Good,242
Open Oven,New Delhi,"E-2/16, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.209366,28.5341102,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,103
Pita Pit,Gurgaon,"K3-B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886429,28.4950691,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,870
Dunkin' Donuts,New Delhi,"Ground Floor, HT House, Kasturba Gandhi Marg, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22320214,28.62801416,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,271
Sudarshan,New Delhi,"4097, Barshabulla Chowk, Chawri Bazar, New Delhi",Chawri Bazar,"Chawri Bazar, New Delhi",77.2302935,28.650406699999998,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,54
Sagar Ratna,Allahabad,"3/3, Near Balson Crossing, Hashimpur Road, Tagore Town, Allahabad",Tagore Town,"Tagore Town, Allahabad",81.85968199999999,25.457116,400,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,134
Cafe Coffee Day,Noida,"Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4038963,28.4995663,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Butterburrs,Pocatello,"917 Yellowstone Avenue, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.4516,42.8919,30,Dollar($),No,No,No,No,3,3,Yellow,Good,121
Waterfront Seafood Market,Des Moines,"2900 University Ave, West Des Moines, IA 50266",West Des Moines,"West Des Moines, Des Moines",-93.74419809999999,41.5991771,40,Dollar($),No,No,No,No,3,4,Green,Very Good,530
Kenny Rogers Roasters,Noida,"Ground Floor, FB 104, Garden Galleria Mall, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.3220403,28.564594800000002,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,53
Bamboo Boat,Gurgaon,"Behind Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.0888382,28.461475699999998,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,115
Three Guys,Guwahati,"R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.77896976,26.16767011,700,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,233
